 91981/100000: episode: 2367, duration: 2.919s, episode steps:  27, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.259 [0.000, 3.000],  loss: 0.001972, mae: 0.272051, mean_q: 0.381847, mean_eps: 0.917230
 21132/100000: episode: 550, duration: 0.078s, episode steps:  27, steps per second: 345, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.481 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21158/100000: episode: 551, duration: 0.084s, episode steps:  26, steps per second: 309, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.962 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21212/100000: episode: 552, duration: 0.167s, episode steps:  54, steps per second: 323, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.648 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21238/100000: episode: 553, duration: 0.101s, episode steps:  26, steps per second: 259, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.769 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21269/100000: episode: 554, duration: 0.121s, episode steps:  31, steps per second: 256, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.419 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21298/100000: episode: 555, duration: 0.095s, episode steps:  29, steps per second: 304, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.138 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21323/100000: episode: 556, duration: 0.077s, episode steps:  25, steps per second: 325, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.760 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21377/100000: episode: 557, duration: 0.158s, episode steps:  54, steps per second: 342, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.407 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21406/100000: episode: 558, duration: 0.084s, episode steps:  29, steps per second: 345, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.621 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21435/100000: episode: 559, duration: 0.083s, episode steps:  29, steps per second: 351, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.414 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21488/100000: episode: 560, duration: 0.155s, episode steps:  53, steps per second: 343, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.642 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21514/100000: episode: 561, duration: 0.082s, episode steps:  26, steps per second: 317, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.654 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21546/100000: episode: 562, duration: 0.094s, episode steps:  32, steps per second: 342, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.438 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21622/100000: episode: 563, duration: 0.229s, episode steps:  76, steps per second: 331, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.553 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21697/100000: episode: 564, duration: 0.199s, episode steps:  75, steps per second: 376, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.520 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21750/100000: episode: 565, duration: 0.155s, episode steps:  53, steps per second: 341, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.792 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21808/100000: episode: 566, duration: 0.160s, episode steps:  58, steps per second: 363, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.138 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21833/100000: episode: 567, duration: 0.091s, episode steps:  25, steps per second: 275, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21859/100000: episode: 568, duration: 0.081s, episode steps:  26, steps per second: 320, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.231 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21884/100000: episode: 569, duration: 0.080s, episode steps:  25, steps per second: 313, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.520 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 21985/100000: episode: 570, duration: 0.292s, episode steps: 101, steps per second: 346, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.465 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22012/100000: episode: 571, duration: 0.081s, episode steps:  27, steps per second: 331, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.444 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22093/100000: episode: 572, duration: 0.227s, episode steps:  81, steps per second: 357, episode reward:  1.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 1.741 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22165/100000: episode: 573, duration: 0.194s, episode steps:  72, steps per second: 372, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.583 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22192/100000: episode: 574, duration: 0.089s, episode steps:  27, steps per second: 303, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.296 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22223/100000: episode: 575, duration: 0.092s, episode steps:  31, steps per second: 337, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.484 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22248/100000: episode: 576, duration: 0.074s, episode steps:  25, steps per second: 338, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22276/100000: episode: 577, duration: 0.097s, episode steps:  28, steps per second: 289, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.750 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22301/100000: episode: 578, duration: 0.086s, episode steps:  25, steps per second: 290, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.200 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22326/100000: episode: 579, duration: 0.076s, episode steps:  25, steps per second: 329, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.640 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22389/100000: episode: 580, duration: 0.180s, episode steps:  63, steps per second: 349, episode reward:  1.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.317 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22466/100000: episode: 581, duration: 0.200s, episode steps:  77, steps per second: 385, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.494 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22493/100000: episode: 582, duration: 0.091s, episode steps:  27, steps per second: 298, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.444 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22567/100000: episode: 583, duration: 0.201s, episode steps:  74, steps per second: 368, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.527 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22592/100000: episode: 584, duration: 0.087s, episode steps:  25, steps per second: 287, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22617/100000: episode: 585, duration: 0.074s, episode steps:  25, steps per second: 338, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.800 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22642/100000: episode: 586, duration: 0.094s, episode steps:  25, steps per second: 265, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22667/100000: episode: 587, duration: 0.101s, episode steps:  25, steps per second: 248, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.640 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22692/100000: episode: 588, duration: 0.079s, episode steps:  25, steps per second: 317, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22721/100000: episode: 589, duration: 0.086s, episode steps:  29, steps per second: 337, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.034 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22749/100000: episode: 590, duration: 0.097s, episode steps:  28, steps per second: 289, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.464 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22776/100000: episode: 591, duration: 0.103s, episode steps:  27, steps per second: 263, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.593 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22801/100000: episode: 592, duration: 0.138s, episode steps:  25, steps per second: 182, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 0.880 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22878/100000: episode: 593, duration: 0.320s, episode steps:  77, steps per second: 241, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.571 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22906/100000: episode: 594, duration: 0.134s, episode steps:  28, steps per second: 208, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.393 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22935/100000: episode: 595, duration: 0.143s, episode steps:  29, steps per second: 203, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.345 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 22961/100000: episode: 596, duration: 0.119s, episode steps:  26, steps per second: 219, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.808 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23019/100000: episode: 597, duration: 0.229s, episode steps:  58, steps per second: 254, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.328 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23052/100000: episode: 598, duration: 0.146s, episode steps:  33, steps per second: 226, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.212 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23126/100000: episode: 599, duration: 0.304s, episode steps:  74, steps per second: 243, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.419 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23153/100000: episode: 600, duration: 0.122s, episode steps:  27, steps per second: 222, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.444 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23180/100000: episode: 601, duration: 0.129s, episode steps:  27, steps per second: 210, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.667 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23213/100000: episode: 602, duration: 0.166s, episode steps:  33, steps per second: 199, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.758 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23242/100000: episode: 603, duration: 0.145s, episode steps:  29, steps per second: 200, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.483 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23267/100000: episode: 604, duration: 0.137s, episode steps:  25, steps per second: 183, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.880 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23301/100000: episode: 605, duration: 0.163s, episode steps:  34, steps per second: 209, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.441 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23334/100000: episode: 606, duration: 0.154s, episode steps:  33, steps per second: 214, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.152 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23362/100000: episode: 607, duration: 0.143s, episode steps:  28, steps per second: 196, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.536 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23388/100000: episode: 608, duration: 0.129s, episode steps:  26, steps per second: 202, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.000 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23461/100000: episode: 609, duration: 0.308s, episode steps:  73, steps per second: 237, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.466 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23486/100000: episode: 610, duration: 0.133s, episode steps:  25, steps per second: 188, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23512/100000: episode: 611, duration: 0.141s, episode steps:  26, steps per second: 184, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23543/100000: episode: 612, duration: 0.147s, episode steps:  31, steps per second: 211, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.258 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23585/100000: episode: 613, duration: 0.158s, episode steps:  42, steps per second: 265, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.571 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23617/100000: episode: 614, duration: 0.105s, episode steps:  32, steps per second: 304, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23643/100000: episode: 615, duration: 0.077s, episode steps:  26, steps per second: 340, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.308 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23701/100000: episode: 616, duration: 0.168s, episode steps:  58, steps per second: 345, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.655 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23726/100000: episode: 617, duration: 0.078s, episode steps:  25, steps per second: 320, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23759/100000: episode: 618, duration: 0.098s, episode steps:  33, steps per second: 338, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.727 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23784/100000: episode: 619, duration: 0.089s, episode steps:  25, steps per second: 281, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23810/100000: episode: 620, duration: 0.079s, episode steps:  26, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.115 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23835/100000: episode: 621, duration: 0.072s, episode steps:  25, steps per second: 346, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23861/100000: episode: 622, duration: 0.084s, episode steps:  26, steps per second: 308, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.769 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23945/100000: episode: 623, duration: 0.226s, episode steps:  84, steps per second: 372, episode reward:  2.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.571 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 23970/100000: episode: 624, duration: 0.094s, episode steps:  25, steps per second: 266, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24041/100000: episode: 625, duration: 0.197s, episode steps:  71, steps per second: 360, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.549 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24067/100000: episode: 626, duration: 0.082s, episode steps:  26, steps per second: 319, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.346 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24092/100000: episode: 627, duration: 0.083s, episode steps:  25, steps per second: 300, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24118/100000: episode: 628, duration: 0.110s, episode steps:  26, steps per second: 236, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24146/100000: episode: 629, duration: 0.085s, episode steps:  28, steps per second: 329, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.357 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24171/100000: episode: 630, duration: 0.079s, episode steps:  25, steps per second: 314, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24196/100000: episode: 631, duration: 0.084s, episode steps:  25, steps per second: 296, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.720 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24228/100000: episode: 632, duration: 0.094s, episode steps:  32, steps per second: 342, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.625 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24328/100000: episode: 633, duration: 0.283s, episode steps: 100, steps per second: 353, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.320 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24355/100000: episode: 634, duration: 0.082s, episode steps:  27, steps per second: 329, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.963 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24428/100000: episode: 635, duration: 0.208s, episode steps:  73, steps per second: 351, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.411 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24453/100000: episode: 636, duration: 0.075s, episode steps:  25, steps per second: 334, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.800 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24577/100000: episode: 637, duration: 0.335s, episode steps: 124, steps per second: 370, episode reward:  2.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.637 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24654/100000: episode: 638, duration: 0.210s, episode steps:  77, steps per second: 366, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.390 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24681/100000: episode: 639, duration: 0.105s, episode steps:  27, steps per second: 257, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.556 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24752/100000: episode: 640, duration: 0.206s, episode steps:  71, steps per second: 344, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.577 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24777/100000: episode: 641, duration: 0.078s, episode steps:  25, steps per second: 320, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.960 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24831/100000: episode: 642, duration: 0.164s, episode steps:  54, steps per second: 329, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.630 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24864/100000: episode: 643, duration: 0.095s, episode steps:  33, steps per second: 349, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.909 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24901/100000: episode: 644, duration: 0.103s, episode steps:  37, steps per second: 361, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.595 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24928/100000: episode: 645, duration: 0.093s, episode steps:  27, steps per second: 289, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.333 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24955/100000: episode: 646, duration: 0.082s, episode steps:  27, steps per second: 330, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.407 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 24982/100000: episode: 647, duration: 0.082s, episode steps:  27, steps per second: 331, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.630 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25009/100000: episode: 648, duration: 0.101s, episode steps:  27, steps per second: 268, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.926 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25081/100000: episode: 649, duration: 0.191s, episode steps:  72, steps per second: 377, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.347 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25134/100000: episode: 650, duration: 0.159s, episode steps:  53, steps per second: 334, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.547 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25190/100000: episode: 651, duration: 0.151s, episode steps:  56, steps per second: 370, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.554 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25290/100000: episode: 652, duration: 0.278s, episode steps: 100, steps per second: 360, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.550 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25315/100000: episode: 653, duration: 0.079s, episode steps:  25, steps per second: 316, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25344/100000: episode: 654, duration: 0.088s, episode steps:  29, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.690 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25370/100000: episode: 655, duration: 0.103s, episode steps:  26, steps per second: 252, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.423 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25425/100000: episode: 656, duration: 0.155s, episode steps:  55, steps per second: 355, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.727 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25450/100000: episode: 657, duration: 0.088s, episode steps:  25, steps per second: 285, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25481/100000: episode: 658, duration: 0.093s, episode steps:  31, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.613 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25510/100000: episode: 659, duration: 0.088s, episode steps:  29, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.241 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25536/100000: episode: 660, duration: 0.088s, episode steps:  26, steps per second: 294, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.538 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25562/100000: episode: 661, duration: 0.081s, episode steps:  26, steps per second: 321, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.385 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25591/100000: episode: 662, duration: 0.100s, episode steps:  29, steps per second: 291, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.379 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25645/100000: episode: 663, duration: 0.163s, episode steps:  54, steps per second: 330, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.537 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25670/100000: episode: 664, duration: 0.074s, episode steps:  25, steps per second: 338, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.040 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25695/100000: episode: 665, duration: 0.091s, episode steps:  25, steps per second: 274, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.880 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25748/100000: episode: 666, duration: 0.157s, episode steps:  53, steps per second: 337, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.208 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25779/100000: episode: 667, duration: 0.095s, episode steps:  31, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.742 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25809/100000: episode: 668, duration: 0.091s, episode steps:  30, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.533 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25838/100000: episode: 669, duration: 0.097s, episode steps:  29, steps per second: 300, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.069 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
